,Movie Name,Year of Release,Run Time,Rating,Metascore,Genre,Votes,Gross,Description
611,Get Out,(I) (2017),104 min,7.8,85,"Horror, Mystery, Thriller","647,568",$176.04M,"A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
612,Call Me by Your Name,-2017,132 min,7.8,94,"Drama, Romance","292,087",$18.10M,"In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant."
613,The Notebook,-2004,123 min,7.8,53,"Drama, Romance","591,945",$81.00M,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom. However, social differences soon get in the way."
614,All Quiet on the Western Front,-2022,148 min,7.8,76,"Action, Drama, War","213,963",%^%^%^,A young German soldier's terrifying experiences and distress on the western front during World War I.
615,About Time,(I) (2013),123 min,7.8,55,"Comedy, Drama, Fantasy","367,580",$15.32M,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
616,Ferris Bueller's Day Off,-1986,103 min,7.8,61,Comedy,"372,396",$70.14M,"A popular high school student, admired by his peers, decides to take a day off from school, and goes to extreme lengths to it pull off, to the chagrin of his Principal who'll do anything to stop him."
617,Little Miss Sunshine,-2006,101 min,7.8,80,"Comedy, Drama","499,693",$59.89M,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.
618,The Irishman,-2019,209 min,7.8,94,"Biography, Crime, Drama","407,839",$7.00M,"An illustration of Frank Sheeran's life, from W.W.II veteran to hit-man for the Bufalino crime family and his alleged assassination of his close friend Jimmy Hoffa."
619,Tombstone,-1993,130 min,7.8,50,"Biography, Drama, History","157,583",$56.51M,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating."
620,Hot Fuzz,-2007,121 min,7.8,81,"Action, Comedy, Mystery","520,494",$23.64M,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town."
621,The Hateful Eight,-2015,168 min,7.8,68,"Crime, Drama, Mystery","629,010",$54.12M,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
622,Apocalypto,-2006,139 min,7.8,68,"Action, Adventure, Drama","321,694",$50.87M,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression."
623,RRR,-2022,187 min,7.8,83,"Action, Drama","153,633",$14.50M,A fictitious story about two legendary revolutionaries and their journey away from home before they started fighting for their country in the 1920s.
624,Predator,-1987,107 min,7.8,47,"Action, Adventure, Horror","437,669",$59.74M,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
625,Moonrise Kingdom,-2012,94 min,7.8,84,"Comedy, Drama, Family","359,569",$45.51M,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them."
626,The Fugitive,-1993,130 min,7.8,87,"Action, Crime, Drama","306,659",$183.88M,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
627,The Social Network,-2010,120 min,7.8,95,"Biography, Drama","728,478",$96.96M,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business."
628,Rogue One: A Star Wars Story,-2016,133 min,7.8,65,"Action, Adventure, Sci-Fi","661,900",$532.18M,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction."
629,The Hobbit: An Unexpected Journey,-2012,169 min,7.8,58,"Adventure, Fantasy","847,781",$303.00M,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."
630,Nightcrawler,-2014,117 min,7.8,76,"Crime, Drama, Thriller","575,386",$32.38M,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story."
631,Hidden Figures,-2016,127 min,7.8,74,"Biography, Drama, History","243,085",$169.61M,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.
632,Atonement,-2007,123 min,7.8,85,"Drama, Mystery, Romance","289,397",$50.93M,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.
633,Ghostbusters,-1984,105 min,7.8,71,"Action, Comedy, Fantasy","428,342",$238.63M,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers."
634,A Bronx Tale,-1993,121 min,7.8,80,"Crime, Drama","151,281",$17.27M,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
635,Back to the Future Part II,-1989,108 min,7.8,57,"Adventure, Comedy, Sci-Fi","552,707",$118.50M,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
636,The Untouchables,-1987,119 min,7.8,79,"Crime, Drama, Thriller","320,753",$76.27M,"During Prohibition, Treasury agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone, and assembles a small, incorruptible team to help him."
637,Star Wars: Episode VII - The Force Awakens,-2015,138 min,7.8,80,"Action, Adventure, Sci-Fi","951,543",$936.66M,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace."
638,The Girl with the Dragon Tattoo,-2011,158 min,7.8,71,"Crime, Drama, Mystery","477,100",$102.52M,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.
639,The Curious Case of Benjamin Button,-2008,166 min,7.8,70,"Drama, Fantasy, Romance","672,368",$127.51M,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences."
640,Guess Who's Coming to Dinner,-1967,108 min,7.8,63,"Comedy, Drama","47,353",$56.70M,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.
641,Cast Away,-2000,143 min,7.8,73,"Adventure, Drama, Romance","613,913",$233.63M,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
642,Skyfall,-2012,143 min,7.8,81,"Action, Adventure, Thriller","713,113",$304.36M,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
643,Captain America: Civil War,-2016,147 min,7.8,75,"Action, Sci-Fi","818,625",$408.08M,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.
644,Taken,(I) (2008),90 min,7.8,51,"Action, Crime, Thriller","617,457",$145.00M,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris."
645,The Worst Person in the World,-2021,128 min,7.8,90,"Comedy, Drama, Romance","82,323",%^%^%^,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is."
646,Manchester by the Sea,-2016,137 min,7.8,96,Drama,"296,282",$47.70M,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.
647,American Gangster,-2007,157 min,7.8,76,"Biography, Crime, Drama","439,049",$130.16M,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."
648,Isle of Dogs,-2018,101 min,7.8,82,"Animation, Adventure, Comedy","180,590",$32.02M,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
649,The Last Samurai,-2003,154 min,7.8,55,"Action, Drama","454,996",$111.11M,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
650,Captain America: The Winter Soldier,-2014,136 min,7.8,70,"Action, Adventure, Sci-Fi","872,617",$259.77M,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier."
651,Paddington 2,-2017,103 min,7.8,88,"Adventure, Comedy, Family","86,088",$40.44M,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen."
652,Remember the Titans,-2000,113 min,7.8,48,"Biography, Drama, Sport","223,852",$115.65M,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.
653,Captain Fantastic,-2016,118 min,7.8,72,"Comedy, Drama","226,928",$5.88M,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent."
654,Misery,-1990,107 min,7.8,75,"Drama, Thriller","222,856",$61.28M,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse."
655,Captain Phillips,-2013,134 min,7.8,82,"Action, Biography, Crime","476,940",$107.10M,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
656,The Hobbit: The Desolation of Smaug,-2013,161 min,7.8,66,"Adventure, Drama, Fantasy","682,448",$258.37M,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring."
657,Walk the Line,-2005,136 min,7.8,72,"Biography, Drama, Music","258,739",$119.52M,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
658,Mary Poppins,-1964,139 min,7.8,88,"Comedy, Family, Fantasy","179,445",$102.27M,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
